ID,ScientificName,Dak_Cval,AB_Cval,KS_Cval,IL_Cval,Dispersal_syndrome,Dispersal_unit_type,Leaf_arrangement_type,Leaf_color,Leaf_compoundness,Leaf_phenology,Leaf_phenology_type,Leaf_shape,Photosynthesis_pathway,Plant_growth_form,Plant_growth_rate,Plant_lifespan,Plant_propagation_type,Plant_resprouting_capacity,Plant_tolerance_to_drought,Plant_tolerance_to_fire,Plant_tolerance_to_salt,Plant_tolerance_to_shade,Plant_vegetative_regeneration_capacity,Plant_woodiness,Seed_germination_requirement,Seed_storage_behaviour,LDMC,leafN_drymass,Seed_germ_rate,Seed_mass,SLA_no_petiole_or_rachis,SLA_plus_petiole_and_rachis,Veg_height
750,Potamogeton nodosus,4,,,7,animal,fruit,alternate,green,simple,Su,NA,cuneate,c3,herb,fast,perennial,vegetative,no,none,intermediate,none,intolerant,yes,non-woody,no,NA,0.163268667,35.3825,NA,3.83,34.91308442,28.174,1.008571429
751,Potamogeton praelongus,10,6,,,animal,fruit,alternate,green,simple,SpSu,evergreen,NA,c3,herb,fast,perennial,NA,no,none,intermediate,none,intolerant,yes,non-woody,no,NA,NA,NA,NA,NA,NA,NA,1.875
752,Potamogeton richardsonii,4,,,10,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,Potamogeton strictifolius,10,5,,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,Potentilla anserina,2,,,6,animal,seed,rosette,green,compound,SpSu,deciduous,pinnate,c3,herb,fast,perennial,seed and vegetative,yes,med,intermediate,med-low,low,yes,non-woody,yes,orthodox,0.281404998,25.90529064,50,0.80821134,22.87319782,20.27034628,0.183006452
756,Drymocallis arguta,8,,,10,auto,NA,alternate,green,compound,SpSu,NA,NA,c3,herb,moderate,perennial,NA,no,low,no,none,NA,yes,non-woody,no,NA,0.339758752,20.998,NA,0.123833723,11.96172249,10.50420168,0.52305
758,Dasiphora fruticosa,5,,,10,NA,NA,alternate,NA,compound,NA,NA,NA,NA,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,semi-woody,NA,NA,NA,NA,NA,0.25,NA,NA,NA
759,Potentilla gracilis,5,4,,,NA,NA,alternate,gray-green,compound,SpSu,deciduous,NA,c3,herb,moderate,perennial,NA,no,med,no,none,intolerant,yes,non-woody,no,NA,0.345595108,53.74982501,NA,0.293659022,12.54323094,9.503524721,0.294683636
761,Potentilla norvegica,0,2,,,animal,fruit,rosette,NA,compound,NA,deciduous,palmate,c3,herb,NA,perennial,seed,NA,NA,NA,NA,intolerant,NA,non-woody,NA,orthodox,0.295855918,19.39573884,NA,0.117857143,25.16418862,21.48906473,0.518416667
762,Potentilla pensylvanica,9,,,10,NA,NA,alternate,NA,compound,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.283789,NA,NA,0.13,NA,9.1434727,0.475
765,Potentilla rivalis,3,4,2,,NA,NA,rosette,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.0435,NA,NA,NA
766,Primula incana,10,5,,,NA,NA,rosette,green,simple,SpSu,NA,NA,NA,herb,moderate,perennial,NA,no,low,no,none,intermediate,none,non-woody,yes,NA,NA,NA,NA,NA,NA,NA,0.36576
768,Prunus americana,4,,3,3,NA,NA,alternate,green,simple,SpSu,deciduous,acuminate,c3,tree,moderate,perennial,NA,yes,none,intermediate,low,intolerant,NA,woody,yes,orthodox,NA,NA,NA,749.1744206,NA,NA,6.105066667
769,Prunus mexicana,5,,3,7,animal,NA,alternate,NA,simple,NA,deciduous,NA,c3,tree,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,473.29625,NA,NA,9.4488
770,Prunus pensylvanica,8,,,6,auto,NA,alternate,green,simple,SpSu,deciduous,acuminate,c3,tree,fast,perennial,NA,yes,low,intermediate,none,intolerant,NA,woody,yes,orthodox,NA,28.94128205,NA,40.64149279,NA,18.81248358,14.13657143
771,Prunus pumila,8,,7,,NA,NA,alternate,green,simple,SpSu,deciduous,NA,c3,shrub,slow,perennial,NA,no,med,no,none,tolerant,NA,woody,yes,orthodox,NA,19.35,NA,155.0706802,NA,NA,1.8288
772,Prunus virginiana,4,,2,3,auto,fruit,alternate,green,simple,SpSu,deciduous,acuminate,c3,shrub,fast,perennial,NA,yes,med,intermediate,none,intolerant,NA,woody,yes,orthodox,NA,19.40916216,NA,78.88518455,11.85876307,27.42590918,6.593066667
773,Pediomelum argophyllum,4,,8,,auto,NA,alternate,NA,compound,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,29.2,NA,19,8.304347824,NA,NA
774,Pediomelum cuspidatum,8,,7,,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,Pediomelum esculentum,9,,7,,NA,NA,alternate,NA,compound,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.242091265,30.05,NA,20.74,8.617886179,NA,0.222
776,Pediomelum linearifolium,10,,6,,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,Pediomelum tenuiflorum,7,,3,8,NA,NA,alternate,NA,compound,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.245148751,36.265,100,32.125,10.0069465,NA,0.377481481
778,Pteridium aquilinum,6,,5,5,wind,spore,rosette,green,simple,SpSu,deciduous,bipinnate,c3,fern,moderate,perennial,NA,yes,med,no,none,intermediate,yes,non-woody,no,NA,0.301042702,24.21764955,NA,1,20.75,18.78040043,0.630554286
780,Puccinellia nuttalliana,7,5,1,7,NA,NA,alternate,green,simple,SpSu,NA,NA,c3,herb,slow,perennial,NA,no,low,intermediate,high,intolerant,yes,non-woody,yes,NA,NA,NA,80,0.204141252,NA,NA,0.24384
781,Pycnanthemum virginianum,6,,,5,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.275040019,NA,51,0.124541944,NA,20.9478423,0.542222222
783,Pyrola elliptica,10,,,8,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.233031579,NA,NA,0.01,20.1,25.46109488,0.061111111
784,Quercus macrocarpa,6,,4,5,animal,NA,alternate,green,simple,SpSu,deciduous,obtuse,c3,tree,slow,perennial,NA,yes,high,yes,none,intermediate,NA,woody,yes,recalcitrant,0.349146487,22.61924324,NA,6124.909823,20.95,20.67090591,17.15353143
785,Ranunculus abortivus,2,5,1,1,NA,NA,alternate,green,simple,SpSu,NA,NA,c3,herb,moderate,perennial,NA,no,low,no,none,tolerant,yes,non-woody,no,NA,NA,NA,NA,4.661735507,NA,47.22726885,0.85344
788,Cyrtorhyncha cymbalaria,3,4,6,2,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.052,NA,NA,NA
789,Ranunculus fascicularis,6,,8,5,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.175953079,NA,NA,2.003,NA,17.68416667,0.1
790,Ranunculus flabellaris,7,,8,6,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,Ranunculus gmelinii,8,4,,10,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,Ranunculus macounii,4,5,,,NA,NA,alternate,green,compound,Sp,NA,NA,NA,herb,moderate,perennial,NA,no,low,no,none,intolerant,yes,non-woody,yes,NA,NA,NA,NA,1.471408933,NA,NA,0.4572
795,Ranunculus pensylvanicus,4,,,5,NA,NA,alternate,green,compound,SpSu,NA,NA,NA,herb,moderate,perennial,NA,no,low,intermediate,none,tolerant,yes,non-woody,no,NA,NA,NA,NA,3.610823671,NA,NA,1.18872
796,Ranunculus recurvatus,8,,,5,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.626,NA,NA,NA
797,Ranunculus rhomboideus,8,,,10,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,15.478,NA,NA,NA,17.7569874,0.1
798,Ranunculus sceleratus,3,,0,3,animal,fruit,alternate,green,simple,SpSu,deciduous,plastic,c3,herb,fast,annual,seed,no,none,no,med-low,intolerant,none,non-woody,no,orthodox,0.143117184,33.52774,95,16.90868785,33.14905174,27.71976837,0.396366667
799,Ratibida columnifera,3,,4,,NA,NA,alternate,green,compound,Su,NA,NA,c3,herb,moderate,perennial,NA,no,med,intermediate,low,intolerant,yes,non-woody,no,orthodox,NA,17.595,99.4,0.655628643,10,NA,0.67244
800,Ratibida pinnata,6,,3,4,wind,NA,alternate,green,compound,SpSu,NA,NA,c3,herb,moderate,perennial,NA,yes,med,intermediate,none,intolerant,yes,non-woody,no,NA,0.268653551,8.6,87,0.764766506,11.89462775,15.89021333,0.886657143
803,Rhamnus lanceolata,10,,4,7,NA,NA,alternate,NA,simple,NA,NA,NA,NA,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,Rhus aromatica,7,,3,4,animal,NA,alternate,NA,compound,NA,deciduous,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,NA,NA,26.72777778,NA,NA,NA
807,Ribes americanum,7,6,,5,animal,NA,alternate,green,simple,NA,NA,NA,NA,shrub,NA,perennial,NA,no,high,no,NA,NA,none,woody,no,orthodox,NA,NA,NA,1.149551136,NA,19.11501014,2.7432
809,Ribes cynosbati,9,,,4,animal,NA,alternate,NA,simple,NA,deciduous,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,17.15,NA,2.0525,NA,63.95631145,NA
810,Ribes hirtellum,7,,,10,NA,NA,alternate,NA,simple,NA,deciduous,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,15.9,NA,1.5,NA,NA,NA
811,Ribes missouriense,4,,3,2,animal,NA,alternate,NA,simple,NA,NA,NA,NA,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,NA,NA,2.789833333,NA,NA,NA
812,Ribes oxyacanthoides,5,4,,,NA,NA,alternate,NA,simple,NA,NA,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,1.22,NA,NA,0.6
813,Ribes triste,10,5,,2,NA,NA,alternate,green,simple,Su,NA,NA,NA,shrub,moderate,perennial,NA,yes,low,no,none,tolerant,none,woody,yes,NA,NA,NA,NA,2.106504887,NA,NA,0.977866667
816,Rorippa curvipes,5,3,3,,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,Rorippa sinuata,4,,3,3,NA,NA,alternate,green,simple,SpSu,NA,NA,c3,herb,moderate,perennial,NA,no,low,no,none,intolerant,yes,non-woody,yes,NA,NA,19.96,NA,1.293995859,15.71428571,NA,0.3048
819,Rosa acicularis,8,2,,9,NA,NA,alternate,green,compound,SpSu,deciduous,acute,c3,herb,fast,perennial,NA,yes,low,yes,none,tolerant,NA,woody,yes,NA,NA,10.65,NA,11.39043996,18.93671186,NA,1.474857143
820,Rosa blanda,8,,6,,auto,NA,alternate,NA,compound,NA,deciduous,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,17.5,NA,10,NA,NA,NA
821,Rosa woodsii,5,4,,,auto,NA,alternate,green,compound,SpSu,deciduous,pinnate,c3,shrub,fast,perennial,NA,yes,med,intermediate,none,intermediate,NA,woody,yes,orthodox,0.374397318,14.922,NA,9.018083053,15.81459562,NA,0.705437037
822,Rotala ramosior,2,,4,4,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.011,NA,NA,NA
823,Rubus idaeus,5,1,,,animal,seed,alternate,green,compound,Sp,deciduous,pinnate,c3,shrub,moderate,perennial,seed and vegetative,yes,high,yes,none,intolerant,yes,woody,yes,orthodox,0.344775491,23.30281628,NA,23.15788755,23.09890146,25.56233836,1.124402778
824,Rubus occidentalis,5,,2,2,auto,NA,alternate,green,compound,SpSu,deciduous,NA,c3,shrub,fast,perennial,NA,yes,med,intermediate,none,intermediate,NA,woody,yes,orthodox,0.329559744,15.7,NA,1.375770664,NA,28.20842394,0.652295652
825,Rubus pubescens,8,5,,10,NA,NA,alternate,NA,compound,NA,deciduous,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,semi-woody,NA,NA,NA,19.35,NA,2.4,NA,36.35084441,0.5
826,Rudbeckia hirta,5,,2,2,multi,fruit,alternate,green,simple,FW Sp,evergreen,NA,c3,herb,fast,perennial,NA,no,med,intermediate,none,intolerant,none,non-woody,no,orthodox,0.190120681,31.13114833,100,0.275213497,19.30746407,18.93544713,0.435541818
827,Rudbeckia laciniata,6,,5,3,auto,seed,alternate,gray-green,simple,Sp,deciduous,pinnatifid,c3,herb,fast,perennial,NA,no,high,no,none,intolerant,yes,non-woody,no,NA,0.183110526,NA,NA,2.511886217,17.16105555,33.78669348,1.622669091
830,Rumex fueginus,1,3,4,2,animal,seed,alternate,green,simple,SpSu,deciduous,lanceolate,c3,herb,fast,annual,seed,no,none,intermediate,medium,intolerant,yes,non-woody,no,orthodox,0.130318571,NA,96,0.397525538,35.33555556,38.13838189,0.595511111
831,Rumex triangulivalvis,1,2,4,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,Rumex occidentalis,7,4,,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.144135,NA,84,2.801333333,NA,NA,2
835,Rumex venosus,3,,4,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,NA,NA,12.6,NA,NA,NA
836,Ruppia cirrhosa,6,,4,,animal,fruit,alternate,green,simple,SpSu,NA,NA,c3,herb,fast,perennial,seed,no,none,intermediate,medium,intolerant,yes,non-woody,no,orthodox,0.208046,NA,NA,NA,NA,50.57,0.30274
837,Sagittaria brevirostra,4,,,5,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.28,NA,NA,NA
838,Sagittaria cuneata,6,5,4,7,NA,NA,rosette,green,simple,Sp,NA,NA,c3,herb,moderate,perennial,NA,no,none,no,none,intolerant,yes,non-woody,no,NA,NA,NA,NA,1.64669984,NA,NA,0.79248
839,Sagittaria graminea,10,,8,7,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,Sagittaria latifolia,6,,4,4,human,fruit,rosette,green,simple,Sp,deciduous,sagittate,NA,herb,moderate,perennial,seed and vegetative,no,none,no,none,low,yes,non-woody,no,NA,0.15451,55,NA,6.759679862,34.02985075,37.23497737,0.68272
842,Salix amygdaloides,3,,,4,auto,NA,alternate,green,simple,SpSu,deciduous,acuminate,c3,tree,fast,perennial,NA,yes,low,intermediate,none,intolerant,NA,woody,yes,orthodox,NA,20.6,NA,0.141471977,NA,NA,16.5151
843,Salix bebbiana,8,2,,7,auto,NA,alternate,green,simple,SpSu,deciduous,NA,c3,shrub,moderate,perennial,NA,yes,none,intermediate,none,intolerant,NA,woody,no,orthodox,NA,21.1,NA,0.180255942,NA,NA,5.162171429
844,Salix discolor,7,2,,4,auto,NA,alternate,green,simple,Sp,deciduous,NA,NA,shrub,fast,perennial,NA,yes,low,intermediate,none,tolerant,NA,woody,no,orthodox,0.3482,NA,NA,0.32,NA,11.82649,5.875466667
845,Salix eriocephala,5,,4,8,auto,seed,alternate,green,simple,Sp,deciduous,lanceolate,NA,shrub,fast,perennial,NA,yes,low,intermediate,none,tolerant,NA,woody,no,orthodox,NA,NA,NA,NA,NA,NA,13.1064
847,Salix humilis,9,,7,5,NA,NA,alternate,dark green,simple,SpSu,NA,NA,NA,shrub,fast,perennial,NA,yes,low,intermediate,none,intermediate,NA,woody,yes,NA,NA,NA,NA,0.161,NA,NA,1.333714286
848,Salix lucida,10,3,,,wind,NA,alternate,yellow-green,simple,SpSu,deciduous,NA,c3,shrub,fast,perennial,NA,no,low,intermediate,none,intermediate,NA,woody,no,NA,0.3725,20.525,NA,0.173,NA,NA,5.2832
849,Salix lutea,5,4,,,NA,NA,alternate,yellow-green,simple,SpSu,deciduous,acuminate,c3,tree,fast,perennial,NA,yes,low,intermediate,none,intermediate,NA,woody,no,NA,NA,NA,NA,NA,NA,NA,7.35072
850,Salix maccalliana,10,5,,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,tree,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,0.101428751,NA,NA,2
853,Salix petiolaris,8,4,,6,auto,NA,alternate,NA,simple,NA,deciduous,NA,NA,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,NA,NA,0.908888889,NA,NA,7.0104
854,Salix serissima,8,6,,10,NA,NA,alternate,NA,simple,NA,NA,NA,NA,tree,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,0.14,NA,NA,NA
858,Salvia reflexa,0,,1,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,35.44,NA,1.48125,27.77777778,NA,NA
859,Sambucus canadensis,4,,2,2,animal,NA,opposite,NA,compound,NA,deciduous,NA,c3,shrub,NA,perennial,NA,no,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,23.11709543,24,2.949454545,24.06681285,10,4.197688889
860,Sanguinaria canadensis,10,,7,5,animal,NA,rosette,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.12793,39.65,NA,11.606,NA,28.50847622,0.204444444
861,Sanicula canadensis,7,,2,4,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,biennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,28.85,NA,NA,34,NA,NA
862,Sanicula odorata,8,,2,2,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,18.3,NA,2.61,NA,NA,NA
863,Sanicula marilandica,7,,,6,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,22.3,NA,NA,NA,NA,NA
866,Schedonnardus paniculatus,1,,3,5,multi,NA,alternate,NA,simple,NA,NA,NA,c4,graminoid,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,18.24,NA,0.333333333,17.16049382,NA,NA
869,Scirpus atrovirens,5,,4,4,NA,NA,alternate,dark green,simple,Sp,NA,NA,NA,graminoid,moderate,perennial,NA,no,low,intermediate,none,intolerant,yes,non-woody,no,NA,0.293231982,16.89945323,90.5,0.053758566,17.98713977,15.03309253,0.788271111
870,Scirpus microcarpus,8,3,,10,NA,NA,alternate,green,simple,SpSuF,NA,NA,NA,herb,fast,perennial,NA,no,none,intermediate,none,intolerant,yes,non-woody,yes,NA,0.367065144,15.12312007,NA,0.1232,13.24403924,25.49400993,0.907127273
872,Scirpus pendulus,10,,3,3,NA,NA,rosette,green,simple,SpSu,NA,NA,NA,graminoid,moderate,perennial,NA,no,none,intermediate,low,intolerant,yes,non-woody,yes,NA,NA,23.01,NA,0.06,12.6779661,NA,1.2192
873,Scolochloa festucacea,6,4,,,auto,fruit,rosette,green,simple,SpSu,deciduous,NA,c3,graminoid,moderate,perennial,NA,no,low,intermediate,none,intolerant,none,non-woody,no,orthodox,NA,17.55,NA,1.643925006,NA,NA,1.49352
875,Scrophularia marilandica,10,,5,4,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,20.81,NA,0.15,21.55172414,NA,NA
876,Scutellaria lateriflora,6,,4,4,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.327,NA,64.20880995,NA
877,Scutellaria parvula,10,,5,6,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.320512821,12.04666667,NA,0.2004,16.66666667,28.54527494,0.181428571
881,Packera plattensis,6,,5,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,biennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.34,NA,NA,NA
882,Senecio riddellii,5,,4,,NA,NA,alternate,NA,compound,NA,NA,NA,NA,subshrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,1.17,NA,NA,NA
889,Shepherdia argentea,5,,6,,auto,NA,opposite,white-gray,simple,SpSu,deciduous,obtuse,c3,shrub,fast,perennial,NA,yes,med,intermediate,medium,intermediate,NA,woody,yes,orthodox,NA,NA,NA,7.426555967,NA,NA,4.133890909
890,Shepherdia canadensis,6,,,10,auto,NA,opposite,white-gray,simple,SpSu,NA,NA,NA,shrub,fast,perennial,NA,yes,high,intermediate,none,intermediate,NA,woody,yes,orthodox,NA,33,NA,8.341125154,NA,NA,1.485866667
891,Shinnersoseris rostrata,10,,7,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,Sicyos angulatus,2,,,3,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,27.65,NA,93,26.04166667,NA,5
893,Silene antirrhina,3,,0,1,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,no,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.22097818,22.69,92,0.086759992,20,NA,0.256
897,Silene stellata,7,,5,6,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,17.62,NA,0.63,34.81228669,NA,NA
899,Silphium laciniatum,8,,4,5,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,yes,NA,NA,NA,NA,NA,non-woody,NA,NA,0.366534932,17.25,NA,68.98857143,7.572535772,NA,0.502
900,Silphium perfoliatum,6,,3,4,multi,NA,opposite,green,simple,NA,NA,NA,NA,herb,NA,perennial,NA,no,low,no,NA,intermediate,NA,non-woody,no,orthodox,NA,NA,NA,6.85,NA,NA,2.1336
904,Sisyrinchium campestre,10,,6,6,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.291666667,14.385,NA,0.7553,10.41666667,11.59588118,0.231
905,Sisyrinchium montanum,8,5,7,9,NA,seed,rosette,NA,simple,NA,deciduous,lanceolate,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,NA,NA,0.8188,NA,27.75345826,0.2125
906,Sisyrinchium mucronatum,10,,,9,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,Sium suave,3,5,7,5,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.173555556,23.8,18,0.813333333,17.16738197,30.63339222,0.546666667
908,Smilax herbacea,8,,3,4,animal,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.2271,20.2,NA,37.735,NA,48.342855,NA
909,Solanum carolinense,0,,1,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,semi-woody,NA,orthodox,NA,23.41,NA,2.44,16.44628842,13.29,NA
913,Solanum triflorum,0,,6,,multi,fruit,rosette,NA,simple,NA,deciduous,pinnatifid,c3,herb,NA,annual,seed,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,1.011777778,NA,NA,0.758333333
914,Solidago flexicaulis,10,,8,6,NA,NA,alternate,green,simple,SpSuF,NA,NA,NA,herb,moderate,perennial,NA,no,med,intermediate,none,intermediate,yes,non-woody,no,NA,NA,19.2,NA,0.460999704,NA,42.93043817,0.9144
915,Solidago gigantea,4,3,3,3,animal,seed,alternate,green,simple,Su,deciduous,cuneate,c3,herb,moderate,perennial,vegetative,no,med,no,none,intolerant,yes,non-woody,no,orthodox,0.298218481,18.063758,NA,0.207963448,18.22020202,19.58374374,0.885764762
916,Solidago missouriensis,5,,,4,NA,NA,alternate,green,simple,SpSuF,deciduous,NA,c3,herb,moderate,perennial,NA,no,high,intermediate,low,intermediate,yes,non-woody,no,orthodox,0.3310242,13.46157143,78,0.230665941,7.336757153,10.60804206,0.256426457
917,Solidago mollis,6,,5,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,84.33333333,0.925,15.43088527,NA,NA
918,Solidago nemoralis,6,,2,3,wind,NA,alternate,green,simple,SpSu,NA,NA,c3,herb,fast,perennial,NA,no,med,intermediate,none,intolerant,yes,non-woody,no,NA,0.266658294,19.11095313,94.25,0.206459291,20.22075609,14.01849873,0.402373333
919,Solidago ptarmicoides,8,,,9,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.347107438,NA,73,0.47,NA,NA,0.431
